"TDAY","TICKER","Close","High","Open","Low","Volume","ID","Name","COMPANY_NAME","INDUSTRY","IS_MAIN_STOCK","before","after"
"2012-05-18","FB",38.2299995422363,45,42.0499992370605,38,573576400,41431,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-21","FB",34.0299987792969,36.6599998474121,36.5299987792969,33,168192700,41432,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-22","FB",31,33.5900001525879,32.6100006103516,30.9400005340576,101786600,41433,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-23","FB",32,32.5,31.3700008392334,31.3600006103516,73600000,41434,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-24","FB",33.0299987792969,33.2099990844727,32.9500007629395,31.7700004577637,50237200,41435,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-25","FB",31.9099998474121,32.9500007629395,32.9000015258789,31.1100006103516,37149800,41436,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-29","FB",28.8400001525879,31.6900005340576,31.4799995422363,28.6499996185303,78063400,41437,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-30","FB",28.1900005340576,29.5499992370605,28.7000007629395,27.8600006103516,57267900,41438,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-05-31","FB",29.6000003814697,29.6700000762939,28.5499992370605,26.8299999237061,111639200,41439,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-01","FB",27.7199993133545,29.1499996185303,28.8899993896484,27.3899993896484,41855500,41440,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-04","FB",26.8999996185303,27.6499996185303,27.2000007629395,26.4400005340576,35230300,41441,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-05","FB",25.8700008392334,27.7600002288818,26.7000007629395,25.75,42473400,41442,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-06","FB",26.8099994659424,27.1700000762939,26.0699996948242,25.5200004577637,61489200,41443,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-07","FB",26.3099994659424,27.3500003814697,27,26.1499996185303,26159500,41444,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-08","FB",27.1000003814697,27.7600002288818,26.5499992370605,26.4400005340576,38034000,41445,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-11","FB",27.0100002288818,28.0699996948242,27.1800003051758,26.8400001525879,28219600,41446,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-12","FB",27.3999996185303,27.7700004577637,27.4799995422363,26.9599990844727,15816800,41447,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-13","FB",27.2700004577637,28.1000003814697,27.6599998474121,27.1000003814697,17102800,41448,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-14","FB",28.2900009155273,28.3199996948242,27.6499996185303,27.3799991607666,16855000,41449,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-15","FB",30.0100002288818,30.1000003814697,28.5100002288818,28.3500003814697,43563800,41450,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-18","FB",31.4099998474121,32.0800018310547,29.9599990844727,29.4099998474121,42978900,41451,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-19","FB",31.9099998474121,32.1800003051758,31.5400009155273,30.7000007629395,30849000,41452,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-20","FB",31.6000003814697,31.9300003051758,31.9200000762939,31.1499996185303,15553600,41453,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
"2012-06-21","FB",31.8400001525879,32.5,31.6700000762939,31.5100002288818,21875300,41454,"FB","Meta Platforms, Inc.","Internet Content & Information",1,NA,NA
