"TDAY","TICKER","Close","High","Open","Low","Volume","ID","Name","COMPANY_NAME","INDUSTRY","IS_MAIN_STOCK","before","after"
"1999-12-31","AMZN",76.125,79.375,79.3125,76,7270700,11279,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-03","AMZN",89.375,89.5625,81.5,79.046875,16117600,11280,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-04","AMZN",81.9375,91.5,85.375,81.75,17487400,11281,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-05","AMZN",69.75,75.125,70.5,68,38457400,11282,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-06","AMZN",65.5625,72.6875,71.3125,64,18752000,11283,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-07","AMZN",69.5625,70.5,67,66.1875,10505400,11284,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-10","AMZN",69.1875,72.625,72.5625,65.5625,14757900,11285,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-11","AMZN",66.75,70,66.875,65,10532700,11286,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-12","AMZN",63.5625,68,67.875,63,10804500,11287,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-13","AMZN",65.9375,67.1875,64.9375,63.125,10448100,11288,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-14","AMZN",64.25,68.625,66.75,64,6853600,11289,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-18","AMZN",64.125,65.1875,63.4375,63,5384900,11290,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-19","AMZN",66.8125,67.5,64.125,63,8245500,11291,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-20","AMZN",64.75,67,66.9375,63.9375,5978000,11292,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-21","AMZN",62.0625,64.625,64.625,60,11461900,11293,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-24","AMZN",70.125,73.375,67.5625,67.5,29170200,11294,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-25","AMZN",69.25,71.25,70,66,9434100,11295,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-26","AMZN",64.8125,70,68.625,64.75,6558000,11296,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-27","AMZN",66.9375,67.75,65.1875,64.625,6784000,11297,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-28","AMZN",61.6875,66.4375,65,60,13777900,11298,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-01-31","AMZN",64.5625,64.75,60.375,58.4375,10697900,11299,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-02-01","AMZN",67.4375,70.625,67.5,64.375,13404600,11300,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-02-02","AMZN",69.4375,72.25,67.9375,67.75,14025900,11301,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-02-03","AMZN",84.1875,85.9375,81.125,77.375,43750000,11302,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-02-04","AMZN",78.5625,82.75,82.75,77.875,11023000,11303,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
"2000-02-07","AMZN",75,76.875,76.1875,73.125,10129000,11304,"AMZN","Amazon.com, Inc.","Internet Retail",1,NA,NA
