"TDAY","TICKER","Close","High","Open","Low","Volume","ID","Name","COMPANY_NAME","INDUSTRY","IS_MAIN_STOCK","before","after"
"1999-12-31","MSFT",36.69189453125,37.0061720004684,36.9276026331638,36.5347557966408,12517600,16918,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-03","MSFT",36.6329689025879,37.2811662075667,36.8883193560644,35.1990778946046,53228400,16919,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-04","MSFT",35.3955001831055,36.8097488030742,35.6901353122656,35.2776461314414,54119000,16920,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-05","MSFT",35.7687187194824,36.5740550552863,34.9240976843711,34.374111894066,64059600,16921,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-06","MSFT",34.5705146789551,35.7883396278728,35.257996504957,34.0598138939251,54976600,16922,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-07","MSFT",35.0222969055176,35.2776473596801,34.1383914872628,33.7259022920772,62013600,16923,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-10","MSFT",35.277645111084,35.7294189627293,35.6508495972257,35.0026523318216,44963600,16924,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-11","MSFT",34.3740882873535,35.9061905081613,35.0419277169364,34.1580225895473,46743600,16925,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-12","MSFT",33.2544937133789,34.216968723394,34.099114640535,32.8223620762293,66532400,16926,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-13","MSFT",33.8830375671387,34.1383879951809,32.802708833114,31.8991611646569,83144000,16927,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-14","MSFT",35.277645111084,35.8079883282328,33.6866154596376,33.2348416079923,73416400,16928,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-18","MSFT",36.2401237487793,36.6133282751895,35.140152513044,35.1205101695487,81483600,16929,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-19","MSFT",33.6277008056641,35.0419499049677,34.7276723273447,33.313423228041,97568200,16930,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-20","MSFT",33.313419342041,34.4723177743408,33.6473392293138,33.2741346494207,56349800,16931,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-21","MSFT",32.6063041687012,33.7062758755971,33.6277064679617,32.4491653534303,68416200,16932,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-24","MSFT",31.8205947875977,33.2152011023627,32.621020242903,31.6830983903673,63597600,16933,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-25","MSFT",32.3116455078125,32.6455652486227,31.7420177146657,31.2902439476871,59823200,16934,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-26","MSFT",31.2313137054443,32.5277078592552,32.1937881529706,31.1527443627891,49365000,16935,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-27","MSFT",31.03489112854,31.8009422386749,31.3933637634108,30.5634750607647,63654800,16936,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-28","MSFT",30.8777599334717,31.5063148430589,30.8384752516225,30.5634824786781,58225400,16937,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-01-31","MSFT",30.7598991394043,30.8581108224803,30.6813297929435,29.8170669818747,73194200,16938,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-01","MSFT",32.3509407043457,32.4491524247596,30.956334274468,30.7009838013918,70196600,16939,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-02","MSFT",31.6830902099609,32.6652070794576,32.1937909820992,31.5848785230113,49915600,16940,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-03","MSFT",32.5669860839844,32.743767069965,32.0759277895938,31.4670155045494,49186000,16941,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-04","MSFT",33.4902076721191,33.9419817345583,32.80272540319,32.7290665886619,55365400,16942,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-07","MSFT",33.509822845459,33.5883921839009,33.5687498492904,32.7634141302612,40005800,16943,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-08","MSFT",34.5508842468262,34.5705265914804,33.4509129461882,33.4509129461882,56229000,16944,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-09","MSFT",32.6848678588867,34.393752176028,34.393752176028,32.6455831619409,55090000,16945,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-10","MSFT",33.313419342041,33.4902004588325,32.6504901540729,32.2134479486717,54527800,16946,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-11","MSFT",31.4081172943115,32.9598629267384,32.9598629267384,31.1527667472033,115559000,16947,"MSFT","Microsoft Corporation","Software—Infrastructure",1,NA,NA
"2000-02-14","MSFT",31.309886932373,31.9777264277938,31.8156771384638,31.1331058894676,81028600,16948,"MSFT","Microsoft Corporation","Software—Infrastructure",1,-0.0606854203734564,0.0472767237118482
"2000-02-15","MSFT",30.9759769439697,31.4277508626199,31.3491814854633,30.8384805339458,71027600,16949,"MSFT","Microsoft Corporation","Software—Infrastructure",1,-0.0591580168539185,0.0575712406653122
"2000-02-16","MSFT",30.6813488006592,31.4866851008045,31.192049869044,30.5242100103869,65202600,16950,"MSFT","Microsoft Corporation","Software—Infrastructure",1,-0.0579384254050243,0.0703234572487559
"2000-02-17","MSFT",31.309886932373,31.3295292704737,30.9563248465621,30.5291039928738,80343400,16951,"MSFT","Microsoft Corporation","Software—Infrastructure",1,-0.0592636316056239,0.0770156330187444
