"TDAY","TICKER","Close","High","Open","Low","Volume","ID","Name","COMPANY_NAME","INDUSTRY","IS_MAIN_STOCK","before","after"
"1999-12-31","ADBE",16.6935596466064,16.7556174891589,16.3987848944824,16.3832704338442,2882000,5640,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-03","ADBE",16.2746715545654,16.7556199036517,16.6935620521567,15.9488678342166,7384400,5641,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-04","ADBE",14.9093990325928,16.3367296371698,15.6385787979745,14.8783701064063,7813200,5642,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-05","ADBE",15.2041730880737,15.5765201841082,14.4594788960048,14.4594788960048,14927200,5643,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-06","ADBE",15.3282880783081,15.5454905409562,15.2507157702195,15.0490277691891,10221200,5644,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-07","ADBE",16.0729808807373,16.0729808807373,15.2817434049481,15.1110843415426,8253200,5645,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-10","ADBE",16.6935596466064,16.6935596466064,16.2281258274631,15.7937209295961,10987200,5646,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-11","ADBE",15.5454921722412,16.6935624524267,16.6780479891809,15.4834343192582,9616000,5647,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-12","ADBE",15.4679193496704,15.7316652162144,15.5765205888356,15.3282891850295,8051200,5648,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-13","ADBE",16.2901878356934,16.3832746233259,15.5920369284494,15.5765224638439,5527200,5649,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-14","ADBE",16.460844039917,16.7245898916405,16.5384163492474,16.29018495939,5136800,5650,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-18","ADBE",15.8868093490601,16.3522432167083,16.1505552073941,15.8868093490601,5201600,5651,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-19","ADBE",15.6696081161499,15.9798973857766,15.8169964661503,15.5144634813365,4559200,5652,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-20","ADBE",15.8402662277222,16.041954240416,15.7937228401774,15.2662311146705,4248800,5653,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-21","ADBE",15.607551574707,16.1040144478587,16.0109276591428,15.3903490677032,6900000,5654,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-24","ADBE",15.0335149765015,15.7626947534835,15.6618516887009,14.9249137331212,5895600,5655,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-25","ADBE",15.638578414917,15.7316651911963,14.9326713083935,14.614623875845,7566000,5656,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-26","ADBE",15.1886596679688,15.9488683745372,15.6696080333488,15.1266018143713,4466000,5657,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-27","ADBE",15.5610065460205,15.8868102723081,15.095572651324,15.095572651324,5864400,5658,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-28","ADBE",14.2888221740723,15.3593202522601,15.1886611383461,14.0561052005532,5712000,5659,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-01-31","ADBE",13.6682415008545,14.4284501654877,14.1802187647912,13.2648654747226,16459200,5660,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-01","ADBE",13.8699312210083,14.1181626522568,13.8699312210083,13.6837576475719,6765600,5661,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-02","ADBE",15.219690322876,15.2972626486806,13.8854463190357,13.807873993231,13409600,5662,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-03","ADBE",17.143482208252,17.1589966717888,15.8402672711541,15.7316660263959,19747200,5663,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-04","ADBE",18.3691291809082,18.493244918617,17.0581567013586,16.6315088529845,13516800,5664,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-07","ADBE",19.1293334960938,19.2224202770966,18.3070669305682,17.9347198065567,12919200,5665,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-08","ADBE",20.7893810272217,20.8514388810343,19.2534491453598,19.0517611204688,14297200,5666,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-09","ADBE",21.735767364502,21.7823107635694,20.8204138495087,20.5721823878156,15321600,5667,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-10","ADBE",22.6511192321777,22.6511192321777,21.4875343401138,20.9134991266956,13175600,5668,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-11","ADBE",22.4494285583496,22.6511165827163,22.3408273144599,21.5651041438189,7216800,5669,"ADBE","Adobe Inc.","Software—Infrastructure",1,NA,NA
"2000-02-14","ADBE",22.2477397918701,22.340826569242,21.8753926823828,21.1151840005127,6994800,5670,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0369400127594272,-0.000155173182573606
"2000-02-15","ADBE",22.0615673065186,22.8372904888856,21.9452088291635,21.4099598333302,7082400,5671,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0448239032942447,0.0051571402565008
"2000-02-16","ADBE",24.3732223510742,24.5128525236774,21.8443647805936,21.7202490716129,10723600,5672,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0513746489558111,0.00959049321488461
"2000-02-17","ADBE",25.2110004425049,25.3506305988018,24.5749075082632,23.8612422649677,10482400,5673,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0585561215404688,0.0155092150388304
"2000-02-18","ADBE",24.3887329101562,25.4902596510094,25.4747451898706,24.0784436873807,6311200,5674,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0669240656185153,0.0241352058278439
"2000-02-22","ADBE",24.3964939117432,24.7300548777861,24.2801354352166,22.4494287378648,7825600,5675,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0736126231648483,0.0292214771106034
"2000-02-23","ADBE",24.7300586700439,26.0643027388167,24.2025668289012,23.6905894536745,7614800,5676,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0799903043304744,0.032494862747515
"2000-02-24","ADBE",26.4056186676025,26.4676765258108,25.1024036452297,24.0784489847939,6901200,5677,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0859882201096581,0.0377707657784693
"2000-02-25","ADBE",24.4507923126221,25.9246662147154,25.6919492828059,24.3266766156037,4176000,5678,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.090709149022193,0.0474829436204015
"2000-02-28","ADBE",24.2801361083984,24.7300555634422,24.2103210205468,23.5819852298822,6549600,5679,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0928646561485411,0.0581938363314784
"2000-02-29","ADBE",25.3196048736572,25.5678362939872,24.8231420329973,24.6059395402086,6718800,5680,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0946496189251459,0.064791148798689
"2000-03-01","ADBE",24.9162273406982,25.3816612262655,25.3739039948393,24.51285130654,5105200,5681,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0984183791515379,0.0739357914277218
"2000-03-02","ADBE",20.0136623382568,23.8922790704772,23.8922790704772,19.858517668968,24963600,5682,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.10017641028237,0.0796694646043122
"2000-03-03","ADBE",22.4959716796875,22.7713534019733,20.8979819672683,20.486848691743,18611200,5683,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0952252013898313,0.0794491925563822
"2000-03-06","ADBE",21.3013553619385,22.2477375011069,22.1546507333198,20.851435984301,6946400,5684,"ADBE","Adobe Inc.","Software—Infrastructure",1,0.0925145753192479,0.0757164294411428
