"TDAY","TICKER","Close","High","Open","Low","Volume","ID","Name","COMPANY_NAME","INDUSTRY","IS_MAIN_STOCK","before","after"
"1999-12-31","INTU",27.0763130187988,27.95156401315,27.612757176627,26.5116349579271,1904800,120574,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-03","INTU",27.2174873352051,27.2739551512532,26.9280897779583,24.3940965327979,5070600,120575,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-04","INTU",27.499828338623,28.0645065385948,25.8057937387079,25.6081563687178,6766400,120576,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-05","INTU",35.4335441589355,36.1111577524132,27.9797946306814,27.7821573325837,22553000,120577,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-06","INTU",31.6219673156738,34.3041877576283,33.1748317820685,31.6219673156738,8734000,120578,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-07","INTU",33.2313079833984,33.7677522074295,31.4525718721375,28.7703507519822,8537800,120579,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-10","INTU",38.4545936584473,40.6568391102526,33.8806992585438,33.0901496091778,8397400,120580,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-11","INTU",37.2122993469238,38.115784611796,37.4664045776691,35.800603620561,5694200,120581,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-12","INTU",32.1301803588867,36.9581775832889,36.9299436813918,29.984403814708,8344000,120582,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-13","INTU",36.1394081115723,36.9299576640129,33.2595490276814,33.1183794647455,7782200,120583,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-14","INTU",36.7605438232422,38.7933849563247,37.4099236296435,35.0665095456734,5880800,120584,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-18","INTU",34.6712455749512,36.7323212483807,36.7323212483807,34.1065673082582,3520400,120585,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-19","INTU",33.6548233032227,35.2923902089164,34.784179789908,33.4007180937185,3553600,120586,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-20","INTU",34.501838684082,35.3770899109286,34.1065639364739,33.4289500834314,4420800,120587,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-21","INTU",34.1630325317383,35.8005993803671,35.687663735634,33.4854186633402,6374400,120588,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-24","INTU",30.5208549499512,34.1630291299176,34.1347952215458,30.4361532248357,4457400,120589,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-25","INTU",31.7631397247314,32.6383906860352,31.6219702148438,30.7749531555176,5063400,120590,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-26","INTU",29.7020702362061,32.9772034561679,32.1866540582461,29.6173685150001,2935600,120591,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-27","INTU",28.9115161895752,32.0454793702811,30.2949774134904,27.3021837454289,6132200,120592,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-28","INTU",26.0881252288818,29.5326612439507,28.4880068787249,25.5799149971504,7144600,120593,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-01-31","INTU",27.245719909668,27.5845267893737,25.6928550443501,25.071709098223,6092400,120594,"INTU","Intuit Inc.","Software—Application",1,NA,NA
"2000-02-01","INTU",29.278564453125,29.3067983629159,28.0927402419087,26.7657464817382,4481400,120595,"INTU","Intuit Inc.","Software—Application",1,NA,NA
